module,priority,title,kind,method,route,source,usedBy
lms,optional,Uploadfile,command,POST,/onlinecourse/courseexamquestion/uploadfile,/onlinecourse/courseexamquestion/uploadfile,/onlinecourse/courseexamquestion
lms,optional,Addlesson,command,POST,/onlinecourse/courselesson/addlesson,/onlinecourse/courselesson/addlesson,/onlinecourse/course
lms,optional,Editlesson,command,POST,/onlinecourse/courselesson/editlesson,/onlinecourse/courselesson/editlesson,/onlinecourse/course
lms,optional,Get Lesson Attachment,query,GET,/onlinecourse/courselesson/get-lesson-attachment,/onlinecourse/courselesson/get_lesson_attachment,/onlinecourse/course
lms,optional,Add,command,POST,/onlinecourse/coursequiz/add,/onlinecourse/coursequiz/add,/onlinecourse/course
lms,optional,Addnewquestion,command,POST,/onlinecourse/coursequiz/addnewquestion,/onlinecourse/coursequiz/addnewquestion,/onlinecourse/course
lms,optional,Edit,command,POST,/onlinecourse/coursequiz/edit,/onlinecourse/coursequiz/edit,/onlinecourse/course
lms,optional,Editnewquestion,command,POST,/onlinecourse/coursequiz/editnewquestion,/onlinecourse/coursequiz/editnewquestion,/onlinecourse/course
lms,optional,Addsection,command,POST,/onlinecourse/coursesection/addsection,/onlinecourse/coursesection/addsection,/onlinecourse/course
lms,optional,Editsection,command,POST,/onlinecourse/coursesection/editsection,/onlinecourse/coursesection/editsection,/onlinecourse/course
lms,optional,Checkvalidation,query,POST,/onlinecourse/offlinepayment/checkvalidation,/onlinecourse/offlinepayment/checkvalidation,/onlinecourse/offlinepayment/payment
lms,optional,Courselist,query,GET,/onlinecourse/offlinepayment/courselist,/onlinecourse/offlinepayment/courselist,/onlinecourse/offlinepayment/payment
lms,optional,Paid,query,POST,/onlinecourse/offlinepayment/paid,/onlinecourse/offlinepayment/paid,/onlinecourse/offlinepayment/payment
lms,optional,Print,query,GET,/onlinecourse/offlinepayment/print,/onlinecourse/offlinepayment/print,/onlinecourse/offlinepayment/payment
lms,optional,Revert,query,POST,/onlinecourse/offlinepayment/revert,/onlinecourse/offlinepayment/revert,/onlinecourse/offlinepayment/payment
lms,optional,Search,query,GET,/onlinecourse/offlinepayment/search,/onlinecourse/offlinepayment/search,/onlinecourse/offlinepayment/payment
lms,optional,Studentlist,query,GET,/onlinecourse/offlinepayment/studentlist,/onlinecourse/offlinepayment/studentlist,/onlinecourse/offlinepayment/payment
lms,optional,Success,query,POST,/onlinecourse/offlinepayment/success,/onlinecourse/offlinepayment/success,/onlinecourse/offlinepayment/payment
feedback,optional,Add Assigned Feedback,command,POST,/feedback/add-assigned-feedback,/feedback/add_assigned_feedback,/feedback/assign-feedback-form
feedback,optional,Delete Assign Feedback,command,DELETE,/feedback/delete-assign-feedback,/feedback/delete_assign_feedback,/feedback/assign-feedback-form
feedback,optional,Delete Feedback Listname,command,DELETE,/feedback/delete-feedback-listname,/feedback/delete_feedback_listname,/feedback/feedback-formname-master
feedback,optional,Fetchformwisefields,query,GET,/feedback/fetchformwisefields,/feedback/fetchformwisefields,/feedback/feedback-formname-master
feedback,optional,Getsectionbyclassid,query,GET,/feedback/getsectionbyclassid,/feedback/getsectionbyclassid,/feedback/assign-feedback-form /flowmaster/event-list
feedback,optional,Searchnew,query,GET,/feedback/searchnew,/feedback/searchnew,/feedback/assign-feedback-form /flowmaster/event-list
naac,optional,All Events,query,POST,/naac/all-events,/admin/naac/all_events,/canteen/menu-list /naac/events
naac,optional,Allote Task,query,POST,/naac/allote-task,/admin/naac/allote_task,/naac/task-allocation
naac,optional,Aqar Part B Pdf,query,GET,/naac/aqar-part-b-pdf,/admin/naac/aqar_part_B_pdf,/naac/naac-report
naac,optional,NAAC Student Feedback,query,POST,/naac/delete-data/naac-student-feedback,/admin/naac/delete_data/naac_student_feedback,/naac/student-feedback-list
naac,optional,NAAC Student Rating,query,POST,/naac/delete-data/naac-student-rating,/admin/naac/delete_data/naac_student_rating,/naac/student-rating-form
naac,optional,NAAC Task Master,query,POST,/naac/delete-data/naac-task-master,/admin/naac/delete_data/naac_task_master,/naac /naac/naac-report-master
naac,optional,Get Task Detail By ID,query,GET,/naac/get-task-detail-by-id,/admin/naac/get_task_detail_by_id,/naac/task-allocation
naac,optional,NAAC Report Gettasklist,query,GET,/naac/naac-report-gettasklist,/admin/naac/naac_report_gettasklist,/naac/naac-report-master
naac,optional,NAAC Student Feedback,query,POST,/naac/update-status/naac-student-feedback,/admin/naac/update_status/naac_student_feedback,/naac/student-feedback-list
alumni,optional,Add,command,POST,/alumni/add,/admin/alumni/add,/alumni/alumnilist /report/alumnireport
alumni,optional,Add Event,command,POST,/alumni/add-event,/admin/alumni/add_event,/alumni/events
alumni,optional,Alumnilist,query,GET,/alumni/alumnilist,/admin/alumni/alumnilist,/alumni/alumnilist
alumni,optional,Delete Event,command,DELETE,/alumni/delete-event,/admin/alumni/delete_event,/alumni/events
alumni,optional,Deletestudent,command,DELETE,/alumni/deletestudent,/admin/alumni/deletestudent,/alumni/alumnilist /report/alumnireport
alumni,optional,Get Alumnidetails,query,GET,/alumni/get-alumnidetails,/admin/alumni/get_alumnidetails,/alumni/alumnilist /report/alumnireport
alumni,optional,Get Event,query,GET,/alumni/get-event,/admin/alumni/get_event,/alumni/events
canteen,optional,All Events,query,POST,/canteen/all-events,/admin/canteen/all_events,/canteen/menu-list /naac/events
canteen,optional,Canteen,query,POST,/canteen/delete-data,/admin/canteen/delete_data/canteen,/canteen/getall-canteen
canteen,optional,Break Type,query,POST,/canteen/delete-data/break-type,/admin/canteen/delete_data/break_type,/canteen/getall-breaktype
canteen,optional,Canteen Coupon,query,POST,/canteen/delete-data/canteen-coupon,/admin/canteen/delete_data/canteen_coupon,/canteen/create-coupon
canteen,optional,Canteen Foodrating,query,POST,/canteen/delete-data/canteen-foodrating,/admin/canteen/delete_data/canteen_foodrating,/canteen/canteen-auditor
canteen,optional,Food Item,query,POST,/canteen/delete-data/food-item,/admin/canteen/delete_data/food_item,/canteen/getall-food-item
canteen,optional,Food Item ID,query,POST,/canteen/food-item-id,/admin/canteen/foodItemId,/canteen/assign-menu
canteen,optional,Food Item Menuwise,query,POST,/canteen/food-item-menuwise,/admin/canteen/foodItem_menuwise,/canteen/canteen-auditor
canteen,optional,Get Breaktype List,query,GET,/canteen/get-breaktype-list,/admin/canteen/get_breaktype_list,/canteen/getall-breaktype
canteen,optional,Get Events,query,GET,/canteen/get-events,/admin/canteen/get_events,/canteen/menu-list
canteen,optional,Get Food Item List,query,GET,/canteen/get-food-item-list,/admin/canteen/get_foodItem_list,/canteen/getall-food-item
canteen,optional,1,query,POST,/canteen/get-food-item/:id,/admin/canteen/getFoodItem/1,/canteen/assign-menu
canteen,optional,Getcanteenlist,query,GET,/canteen/getcanteenlist,/admin/canteen/getcanteenlist,/canteen/getall-canteen /naac/student-feedback-list
canteen,optional,Insert Data,command,POST,/canteen/insert-data,/admin/canteen/insert_data,/canteen/assign-menu
canteen,optional,Canteen,query,POST,/canteen/update-status,/admin/canteen/update_status/canteen,/canteen/getall-canteen
canteen,optional,Break Type,query,POST,/canteen/update-status/break-type,/admin/canteen/update_status/break_type,/canteen/getall-breaktype
canteen,optional,Food Item,query,POST,/canteen/update-status/food-item,/admin/canteen/update_status/food_item,/canteen/getall-food-item
room-booking,optional,Approve,command,POST,/roombooking/roombook/approve,/roombooking/roombook/approve,/roombooking/roombook/roombookrequestlist
room-booking,optional,Bulk Approve,command,POST,/roombooking/roombook/bulk-approve,/roombooking/roombook/bulkApprove,/roombooking/roombook/roombookrequestlist
room-booking,optional,Cancel,query,POST,/roombooking/roombook/cancel,/roombooking/roombook/cancel,/roombooking/roombook/roombookrequestlist
room-booking,optional,Check Bookedvalidation,query,POST,/roombooking/roombook/check-bookedvalidation,/roombooking/Roombook/checkBookedvalidation,/roombooking/roombook /roombooking/roombook/roombookrequest /roombooking/roombook/roombookrequestlist
room-booking,optional,Delete,command,DELETE,/roombooking/roombook/delete,/roombooking/Roombook/delete,/roombooking/roombook /roombooking/roombook/roombookrequest
room-booking,optional,Getdata,query,GET,/roombooking/roombook/getdata,/roombooking/Roombook/getdata,/roombooking/roombook /roombooking/roombook/roombookrequest
room-booking,optional,Getrromrequest Data,query,GET,/roombooking/roombook/getrromrequest-data,/roombooking/roombook/getrromrequestData,/roombooking/roombook/roombookrequestlist
room-booking,optional,Load,query,POST,/roombooking/roombook/load,/roombooking/Roombook/load,/roombooking/roombook /roombooking/roombook/roombookrequest
room-booking,optional,Reject,command,POST,/roombooking/roombook/reject,/roombooking/roombook/reject,/roombooking/roombook/roombookrequestlist
room-booking,optional,Roombookrequestlist,query,GET,/roombooking/roombook/roombookrequestlist,/roombooking/roombook/roombookrequestlist,/roombooking/roombook/roombookrequestlist
room-booking,optional,Save Room,command,POST,/roombooking/roombook/save-room,/roombooking/Roombook/save_room,/roombooking/roombook
room-booking,optional,Save Room Request,command,POST,/roombooking/roombook/save-room-request,/roombooking/Roombook/save_room_request,/roombooking/roombook/roombookrequest
room-booking,optional,Update,command,POST,/roombooking/roombook/update,/roombooking/Roombook/update,/roombooking/roombook /roombooking/roombook/roombookrequest
live-classes,optional,Add By Other,command,POST,/conference/add-by-other,/admin/conference/addByOther,/conference/timetable
live-classes,optional,Add History,command,POST,/conference/add-history,/admin/conference/add_history,/conference/meeting
live-classes,optional,Add Meeting,command,POST,/conference/add-meeting,/admin/conference/addMeeting,/conference/meeting
live-classes,optional,Addcredential,command,POST,/conference/addcredential,/admin/conference/addcredential,/conference/meeting
live-classes,optional,Chkstatus,query,POST,/conference/chkstatus,/admin/conference/chkstatus,/conference/meeting /conference/timetable
live-classes,optional,Get Viewer List,query,GET,/conference/get-viewer-list,/admin/conference/getViewerList,/conference/class-report /conference/meeting-report
live-classes,optional,Getlivestatus,query,GET,/conference/getlivestatus,/admin/conference/getlivestatus,/conference/meeting /conference/timetable
live-classes,optional,Staff Credential,query,POST,/conference/staff-credential,/admin/conference/staffCredential,/conference/meeting
live-classes,optional,Add By Other,command,POST,/gmeet/add-by-other,/admin/gmeet/addByOther,/gmeet/timetable
live-classes,optional,Add History,command,POST,/gmeet/add-history,/admin/gmeet/add_history,/gmeet/meeting
live-classes,optional,Add Meeting,command,POST,/gmeet/add-meeting,/admin/gmeet/addMeeting,/gmeet/meeting
live-classes,optional,Chgstatus,query,POST,/gmeet/chgstatus,/admin/gmeet/chgstatus,/gmeet/timetable
live-classes,optional,Get Meeting Staff,query,GET,/gmeet/get-meeting-staff,/admin/gmeet/getMeetingStaff,/gmeet/meeting
live-classes,optional,Get Viewer List,query,GET,/gmeet/get-viewer-list,/admin/gmeet/getViewerList,/gmeet/class-report /gmeet/meeting-report
placements,optional,Printpdfresume,query,GET,/resume/printpdfresume,/admin/resume/printpdfresume,/resume /resume/download
placements,optional,Addtnpcompany,command,POST,/tnp/addtnpcompany,/admin/tnp/addtnpcompany,/tnp/tnp-company-list
placements,optional,Compnay Delete,command,DELETE,/tnp/compnay-delete,/admin/tnp/compnay_delete,/tnp/tnp-company-list
placements,optional,Downloadresumeszipfiles,query,GET,/tnp/downloadresumeszipfiles,/admin/tnp/downloadresumeszipfiles,/tnp
placements,optional,Fetchcompany Requestid,query,GET,/tnp/fetchcompany-requestid,/admin/tnp/fetchcompany_requestid,/tnp/tnp-company-list
placements,optional,Updatetnpcompany,command,POST,/tnp/updatetnpcompany,/admin/tnp/updatetnpcompany,/tnp/tnp-company-list
placements,optional,View Std Achievment List,query,GET,/tnp/view-std-achievment-list,/admin/tnp/view_std_achievment_list,/tnp
mentoring,optional,Assign Mentor,command,POST,/assign-mentor,/admin/assign_mentor,/assign-mentor
mentoring,optional,Generate Pdf,command,POST,/assign-mentor/generate-pdf,/admin/assign_mentor/generate_pdf,/assign-mentor/ojt-approval-list
mentoring,optional,Get Student By Staff,query,GET,/assign-mentor/get-student-by-staff,/admin/assign_mentor/getStudentByStaff,/assign-mentor
mentoring,optional,OJT Approval List,query,GET,/assign-mentor/ojt-approval-list,/admin/assign_mentor/ojt_approval_list,/assign-mentor/ojt-approval-list
mentoring,optional,Save Mentor Data,command,POST,/assign-mentor/save-mentor-data,/admin/assign_mentor/save_mentor_data,/assign-mentor
mentoring,optional,Student Lists,query,GET,/assign-mentor/student-lists,/admin/assign_mentor/student_lists,/assign-mentor
mentoring,optional,Update OJT Request,command,POST,/assign-mentor/update-ojt-request,/admin/assign_mentor/update_ojt_request,/assign-mentor/ojt-approval-list
mentoring,optional,Update Project Request,command,POST,/assign-mentor/update-project-request,/admin/assign_mentor/update_project_request,/assign-mentor/project-approval-list
mentoring,optional,Update SIP Request,command,POST,/assign-mentor/update-sip-request,/admin/assign_mentor/update_sip_request,/assign-mentor/ojt-approval-list
activities,optional,Approve Event,command,POST,/flowmaster/approve-event,/admin/flowmaster/approve_event,/flowmaster/event-list
activities,optional,Assign Participant Event Details,command,POST,/flowmaster/assign-participant-event-details,/admin/flowmaster/assign_participant_event_details,/flowmaster/event-list
activities,optional,Assigned Participant Event Details,command,POST,/flowmaster/assigned-participant-event-details,/admin/flowmaster/assigned_participant_event_details,/flowmaster/event-list
activities,optional,Create,command,POST,/flowmaster/create,/admin/flowmaster/create,/flowmaster/add-event
activities,optional,Delete Data,command,DELETE,/flowmaster/delete-data,/admin/flowmaster/delete_data,/flowmaster/add-event
activities,optional,Delete Event,command,DELETE,/flowmaster/delete-event,/admin/flowmaster/delete_event,/admission-transfer-cancellation/transfer-cancellation-list /flowmaster/event-list
activities,optional,Delete Staff,command,DELETE,/flowmaster/delete-staff,/admin/flowmaster/delete_staff,/flowmaster/add-event
activities,optional,Event Reject,command,POST,/flowmaster/event-reject,/admin/flowmaster/event_reject,/flowmaster/event-list
activities,optional,Get Current Event,query,GET,/flowmaster/get-current-event,/admin/flowmaster/get_current_event,/flowmaster/event-list
activities,optional,Manage Event Participants,query,POST,/flowmaster/manage-event-participants,/admin/flowmaster/manageEventParticipants,/flowmaster/event-list
activities,optional,Print Edetail Sign,query,GET,/flowmaster/print-edetail-sign,/admin/flowmaster/print_edetail_sign,/flowmaster/event-list
activities,optional,Print Edetail Std Report,query,GET,/flowmaster/print-edetail-std-report,/admin/flowmaster/print_edetail_stdReport,/flowmaster/event-list
activities,optional,Print Participants,query,GET,/flowmaster/print-participants,/admin/flowmaster/printParticipants,/flowmaster/event-list
activities,optional,Report Event Details,query,GET,/flowmaster/report-event-details,/admin/flowmaster/report_event_details,/flowmaster/event-list
activities,optional,Show Activity Images,query,POST,/flowmaster/show-activity-images,/admin/flowmaster/show_activity_images,/flowmaster/event-list
activities,optional,Show Postevent,query,POST,/flowmaster/show-postevent,/admin/flowmaster/show_postevent,/admission-transfer-cancellation/transfer-cancellation-list /flowmaster/event-list
activities,optional,Singledelete Activity,command,DELETE,/flowmaster/singledelete-activity,/admin/flowmaster/singledelete_activity,/flowmaster/event-list
activities,optional,Singledelete Activity Image,command,DELETE,/flowmaster/singledelete-activity-image,/admin/flowmaster/singledelete_activity_image,/flowmaster/event-list
activities,optional,Track Event,query,POST,/flowmaster/track-event,/admin/flowmaster/track_event,/flowmaster/event-list
activities,optional,Update Event Participant,command,POST,/flowmaster/update-event-participant,/admin/flowmaster/update_event_participant,/flowmaster/event-list
activities,optional,Upload Invoice,command,POST,/flowmaster/upload-invoice,/admin/flowmaster/upload_invoice,/flowmaster/event-list
activities,optional,Upload Postevent,command,POST,/flowmaster/upload-postevent,/admin/flowmaster/upload_postevent,/admission-transfer-cancellation/transfer-cancellation-list /flowmaster/event-list
activities,optional,View Event Details,query,GET,/flowmaster/view-event-details,/admin/flowmaster/view_event_details,/flowmaster/event-list
cms,optional,Add,command,POST,/front/banner/add,/admin/front/banner/add,/front/banner
cms,optional,Remove,command,DELETE,/front/banner/remove,/admin/front/banner/remove,/front/banner
cms,optional,Add Video,command,POST,/front/media/add-video,/admin/front/media/addVideo,/front/media
cms,optional,Delete Item,command,DELETE,/front/media/delete-item,/admin/front/media/deleteItem,/front/media
cms,optional,Get Media,query,GET,/front/media/get-media,/admin/front/media/getMedia,/front/banner
cms,optional,Get Page,query,GET,/front/media/get-page,/admin/front/media/getPage,/front/media
system,core,Addfiletype,command,POST,/admin/addfiletype,/admin/admin/addfiletype,/admin/filetype
system,core,Changepass,query,POST,/admin/changepass,/admin/admin/changepass,/admin/changepass
system,core,Create,command,POST,/attributes/create,/admin/attributes/create,/attributes
system,core,Delete,command,DELETE,/audit/delete,/admin/audit/delete,/audit
system,core,Get Datatable,query,POST,/audit/get-datatable,/admin/audit/getDatatable,/audit
system,core,Change Status,query,POST,/captcha/change-status,/admin/captcha/changeStatus,/captcha
system,core,Create,command,POST,/category/create,/category/create,/category
system,core,Changeactive,query,POST,/currency/changeactive,/admin/currency/changeactive,/currency
system,core,Changestatus,query,POST,/currency/changestatus,/admin/currency/changestatus,/currency
system,core,Editprice,command,POST,/currency/editprice,/admin/currency/editprice,/currency
system,core,Editsymbol,command,POST,/currency/editsymbol,/admin/currency/editsymbol,/currency
system,core,Get Amount Format,query,GET,/currency/get-amount-format,/admin/currency/getAmountFormat,/student/create
system,core,Get Custom Field Value,query,GET,/customfield/get-custom-field-value,/admin/customfield/get_custom_field_value,/customfield
system,core,Updateorder,command,POST,/customfield/updateorder,/admin/customfield/updateorder,/customfield /paymentcategory /paymentcategory/collegeotherfees /paymentcategory/multimerchant
system,core,Defoult Language,query,POST,/language/defoult-language,/admin/language/defoult_language,/language
system,core,Editcountrycode,command,POST,/language/editcountrycode,/admin/language/editcountrycode,/language
system,core,Onloadlanguage,query,POST,/language/onloadlanguage,/admin/language/onloadlanguage,/language
system,core,Rtl,query,POST,/language/rtl,/admin/language/rtl,/language
system,core,Select Language,query,POST,/language/select-language,/admin/language/select_language,/language
system,core,Unselect Language,query,POST,/language/unselect-language,/admin/language/unselect_language,/language
system,core,Change Status,query,POST,/module/change-status,/admin/module/changeStatus,/module
system,core,Change Student Status,query,POST,/module/change-student-status,/admin/module/changeStudentStatus,/module
system,core,Edit,command,POST,/print-headerfooter/edit,/admin/print_headerfooter/edit,/print-headerfooter
system,core,Generalsetting,query,POST,/schsettings/generalsetting,/schsettings/generalsetting,/schsettings
system,core,Create,command,POST,/sessions/create,/sessions/create,/sessions
system,core,Add Menu,command,POST,/sidemenu/add-menu,/admin/sidemenu/add_menu,/sidemenu
system,core,Add Sub Menu,command,POST,/sidemenu/add-sub-menu,/admin/sidemenu/add_sub_menu,/sidemenu
system,core,Ajax List Menu,query,GET,/sidemenu/ajax-list-menu,/admin/sidemenu/ajax_list_menu,/sidemenu
system,core,Getmenu,query,GET,/sidemenu/getmenu,/admin/sidemenu/getmenu,/sidemenu
system,core,Getsubmenu,query,GET,/sidemenu/getsubmenu,/admin/sidemenu/getsubmenu,/sidemenu
system,core,Menu Updateorder,command,POST,/sidemenu/menu-updateorder,/admin/sidemenu/menu_updateorder,/sidemenu
system,core,Submenu Updateorder,command,POST,/sidemenu/submenu-updateorder,/admin/sidemenu/submenu_updateorder,/sidemenu
system,core,Change Status,query,POST,/systemfield/change-status,/admin/systemfield/changeStatus,/systemfield
system,core,Delete,command,DELETE,/userlog/delete,/admin/userlog/delete,/userlog
system,core,Get Datatable,query,POST,/userlog/get-datatable,/admin/userlog/getDatatable,/userlog
system,core,Get Payment Log Datatable,query,POST,/userlog/get-payment-log-datatable,/admin/userlog/getPaymentLogDatatable,/userlog/payment-log
system,core,Change Status,query,POST,/users/change-status,/admin/users/changeStatus,/users
